INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,PRC,OPR_INTERVAL,GROUP
2023-09-18T00:00:00-00:00,2023-09-18T00:15:00-00:00,2023-09-17,18,SANBRDNO_6_GN002,SANBRDNO_6_GN002,SANBRDNO_6_GN002,RTPD,LMP,LMP_PRC,SANBRDNO_6_GN002,ALL,1,23.67138,1,1
2023-09-18T01:00:00-00:00,2023-09-18T01:15:00-00:00,2023-09-17,19,SANBRDNO_6_GN002,SANBRDNO_6_GN002,SANBRDNO_6_GN002,RTPD,LMP,LMP_PRC,SANBRDNO_6_GN002,ALL,1,42.61289,1,1
2023-09-18T02:00:00-00:00,2023-09-18T02:15:00-00:00,2023-09-17,20,SANBRDNO_6_GN002,SANBRDNO_6_GN002,SANBRDNO_6_GN002,RTPD,LMP,LMP_PRC,SANBRDNO_6_GN002,ALL,1,53.78853,1,1
2023-09-18T03:00:00-00:00,2023-09-18T03:15:00-00:00,2023-09-17,21,SANBRDNO_6_GN002,SANBRDNO_6_GN002,SANBRDNO_6_GN002,RTPD,LMP,LMP_PRC,SANBRDNO_6_GN002,ALL,1,61.14239,1,1
2023-09-18T04:00:00-00:00,2023-09-18T04:15:00-00:00,2023-09-17,22,SANBRDNO_6_GN002,SANBRDNO_6_GN002,SANBRDNO_6_GN002,RTPD,LMP,LMP_PRC,SANBRDNO_6_GN002,ALL,1,47.64509,1,1
2023-09-18T05:00:00-00:00,2023-09-18T05:15:00-00:00,2023-09-17,23,SANBRDNO_6_GN002,SANBRDNO_6_GN002,SANBRDNO_6_GN002,RTPD,LMP,LMP_PRC,SANBRDNO_6_GN002,ALL,1,41.1896,1,1
2023-09-18T06:00:00-00:00,2023-09-18T06:15:00-00:00,2023-09-17,24,SANBRDNO_6_GN002,SANBRDNO_6_GN002,SANBRDNO_6_GN002,RTPD,LMP,LMP_PRC,SANBRDNO_6_GN002,ALL,1,38.27265,1,1
2023-09-18T00:15:00-00:00,2023-09-18T00:30:00-00:00,2023-09-17,18,SANBRDNO_6_GN002,SANBRDNO_6_GN002,SANBRDNO_6_GN002,RTPD,LMP,LMP_PRC,SANBRDNO_6_GN002,ALL,1,30.26724,2,1
2023-09-18T01:15:00-00:00,2023-09-18T01:30:00-00:00,2023-09-17,19,SANBRDNO_6_GN002,SANBRDNO_6_GN002,SANBRDNO_6_GN002,RTPD,LMP,LMP_PRC,SANBRDNO_6_GN002,ALL,1,52.38789,2,1
2023-09-18T02:15:00-00:00,2023-09-18T02:30:00-00:00,2023-09-17,20,SANBRDNO_6_GN002,SANBRDNO_6_GN002,SANBRDNO_6_GN002,RTPD,LMP,LMP_PRC,SANBRDNO_6_GN002,ALL,1,62.4831,2,1
2023-09-18T03:15:00-00:00,2023-09-18T03:30:00-00:00,2023-09-17,21,SANBRDNO_6_GN002,SANBRDNO_6_GN002,SANBRDNO_6_GN002,RTPD,LMP,LMP_PRC,SANBRDNO_6_GN002,ALL,1,52.85566,2,1
2023-09-18T04:15:00-00:00,2023-09-18T04:30:00-00:00,2023-09-17,22,SANBRDNO_6_GN002,SANBRDNO_6_GN002,SANBRDNO_6_GN002,RTPD,LMP,LMP_PRC,SANBRDNO_6_GN002,ALL,1,46.58205,2,1
2023-09-18T05:15:00-00:00,2023-09-18T05:30:00-00:00,2023-09-17,23,SANBRDNO_6_GN002,SANBRDNO_6_GN002,SANBRDNO_6_GN002,RTPD,LMP,LMP_PRC,SANBRDNO_6_GN002,ALL,1,39.18882,2,1
