PNODE_ID,PNODE_TYPE,DESCRIPTION,COMMENTS,EFF_START_DT,EFF_END_DT,EFF_START_DT_GMT,EFF_END_DT_GMT,CB_NODE_FLAG,MAX_CB_MW,MAX_CB_MW_EFF_START_DT,MAX_CB_MW_EFF_END_DT,MAX_CB_MW_EFF_START_DT_GMT,MAX_CB_MW_EFF_END_DT_GMT
CON25_1_N001,,CON25_1_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,12.5,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
CON25_1_N002,,CON25_1_N002,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,12.5,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
CRESTWD_6_B1,,CRESTWD_6_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
CPC-COLT_7_N001,,CPC-COLT_7_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,18.416,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
CRANEVLY_6_N001,,CRANEVLY_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,5.542,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
CORUM_6_N001,,CORUM_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
COTATI_6_B1,,COTATI_6_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DELTAA_7_B1,,DELTAA_7_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DELTAA_7_B3,,DELTAA_7_B3,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DELTAA_7_B4,,DELTAA_7_B4,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DELTAB_7_B1,,DELTAB_7_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DELTAB_7_B3,,DELTAB_7_B3,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DELTAC_7_B1,,DELTAC_7_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DELTAC_7_B3,,DELTAC_7_B3,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DELTAD_7_B1,,DELTAD_7_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DELTAD_7_B3,,DELTAD_7_B3,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
CUMMINGS_6_N001,,CUMMINGS_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,16.916,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
CUYAMA_6_N003,,CUYAMA_6_N003,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,7.422,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
CUYAMA_6_N004,,CUYAMA_6_N004,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,1.8,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
CSCCCA_7_N001,,CSCCCA_7_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,18.32,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
DOSAMG1_7_B1,,DOSAMG1_7_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DOSAMG1_7_B3,,DOSAMG1_7_B3,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DOSAMG1_7_B4,,DOSAMG1_7_B4,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DOSAMG2_7_B1,,DOSAMG2_7_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DISCOVRY_7_N001,,DISCOVRY_7_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,,,,,
DIST1500_6_N101,,DIST1500_6_N101,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,3.3,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
DIST2047_6_N201,,DIST2047_6_N201,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,2.5,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
DIST2047_6_N204,,DIST2047_6_N204,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,2.6,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
DGLSCTY_6_N001,,DGLSCTY_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DELTAE_7_B1,,DELTAE_7_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DELTAE_7_B3,,DELTAE_7_B3,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DERIKTP_6_B1,,DERIKTP_6_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DESABLA_6_B1,,DESABLA_6_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DESCHUTS_6_N001,,DESCHUTS_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,,,,,
DRUM_6_B1,,DRUM_6_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DTCHFL2_1_B1,,DTCHFL2_1_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DUANECT1_7_N001,,DUANECT1_7_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,1.5,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
DUANECT2_7_N001,,DUANECT2_7_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,1.5,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
DUANEST3_7_N001,,DUANEST3_7_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,8,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
DOSAMG2_7_B3,,DOSAMG2_7_B3,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DOSAMG2_7_B4,,DOSAMG2_7_B4,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DOUBLEC_1_B1,,DOUBLEC_1_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DRAKE_6_N001,,DRAKE_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,1,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
DNUBAJCT_6_B1,,DNUBAJCT_6_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
EDUBLIN_6_N101,,EDUBLIN_6_N101,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,4,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
DUPONT_6_N001,,DUPONT_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,2,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
DUTCHWND_6_N001,,DUTCHWND_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
ELDORU1_7_N001,,ELDORU1_7_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,3.359,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
ELDORU2_7_N001,,ELDORU2_7_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,3.359,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
ELECTRAJ_6_N009,,ELECTRAJ_6_N009,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,9.714,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
ELGNJCT_6_B1,,ELGNJCT_6_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
ELKCRKJT_6_B1,,ELKCRKJT_6_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
ELCAJON_6_B1,,ELCAJON_6_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
ELCRTLD1_1_N001,,ELCRTLD1_1_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,21.988,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
ELCRTLD2_1_N001,,ELCRTLD2_1_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,26.653,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
ELCRTLD4_1_N001,,ELCRTLD4_1_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,47.11,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
ELDORDO_5_B1,,ELDORDO_5_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
EDUBLIN_6_N001,,EDUBLIN_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,4,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
ELPECO_6_N004,,ELPECO_6_N004,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,8.6,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
ELPECO_6_N005,,ELPECO_6_N005,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,6.3,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
ELLIOTT_6_N014,,ELLIOTT_6_N014,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,23.33,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
ESTCKTN_6_N002,,ESTCKTN_6_N002,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,12.45,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
ESCNDIDO_6_B1,,ESCNDIDO_6_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
FAIRHAVN_6_B1,,FAIRHAVN_6_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
ESTQNCY_6_B1,,ESTQNCY_6_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
FRITOLAY_7_N001,,FRITOLAY_7_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,2.5,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
FRNCHMS_6_B1,,FRNCHMS_6_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
FRNCHMS_6_N005,,FRNCHMS_6_N005,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
FRSHXPRS_6_B1,,FRSHXPRS_6_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,5.178,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
FRSTGLEN_1_N001,,FRSTGLEN_1_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
FRANKLIN_6_N004,,FRANKLIN_6_N004,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,13.066,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
FRAZPARK_6_N001,,FRAZPARK_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,6.963,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
FRESNOWW_6_N001,,FRESNOWW_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,2.169,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
FLOWIND_6_N001,,FLOWIND_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
GATES_6_B1,,GATES_6_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
GATEWAY2_7_N002,,GATEWAY2_7_N002,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,20,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
GATEWAY3_7_N002,,GATEWAY3_7_N002,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,20,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
GARDNER_6_N001,,GARDNER_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,1.07,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
GARNET_7_N002,,GARNET_7_N002,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
GRANITE_6_N001A,,GRANITE_6_N001A,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,3.5,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
GLASS_6_N001,,GLASS_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,9.3,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
GUALALA_6_N003,,GUALALA_6_N003,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,1.5,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
GUR3TPT_6_B1,,GUR3TPT_6_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
GRIZZLY_7_N001,,GRIZZLY_7_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,29.1,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
GRNTHLL_1_N004,,GRNTHLL_1_N004,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,9,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
GRONMYER_6_N001,,GRONMYER_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,4.2,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
GROUSCRK_6_N001,,GROUSCRK_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
GRAPEVNE_6_N001,,GRAPEVNE_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,1.1,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
GREATLKS_6_N001,,GREATLKS_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,5.979,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
GRIDLEY_6_N001,,GRIDLEY_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,9,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
HARINTON_6_N001,,HARINTON_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,1,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
HARTERTP_6_B1,,HARTERTP_6_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
HARTLEY_6_N004,,HARTLEY_6_N004,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,6.269,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
HATCRK1_6_B1,,HATCRK1_6_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
HALLSFLT_6_N001,,HALLSFLT_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
HAMILBR_7_N001,,HAMILBR_7_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,4.529,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
GWFTRACY_1_B1,,GWFTRACY_1_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
HIDEDST1_7_N001,,HIDEDST1_7_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
HERDLYN_6_B1,,HERDLYN_6_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
HIDEDCT1_7_N001,,HIDEDCT1_7_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
HIDEDCT2_7_N002,,HIDEDCT2_7_N002,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
HIDEDCT3_7_N001,,HIDEDCT3_7_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
HATCRK1_6_N001,,HATCRK1_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,1.377,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
HATCRK2_6_B1,,HATCRK2_6_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
HATLOSCK_6_N001,,HATLOSCK_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
HAYFORK_6_N001,,HAYFORK_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,2.577,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
HEADGATE_6_N001,,HEADGATE_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,3.3,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
HELIJET_6_N001,,HELIJET_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,17.219,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
HINDSP1_7_B1,,HINDSP1_7_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
HINDSP2_7_B1,,HINDSP2_7_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
PGRVEJ_6_B1,,PGRVEJ_6_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
POTTRVLY_7_N003,,POTTRVLY_7_N003,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,1.25,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
PLSNTVLY_6_N001,,PLSNTVLY_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,10,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
