PNODE_ID,PNODE_TYPE,DESCRIPTION,COMMENTS,EFF_START_DT,EFF_END_DT,EFF_START_DT_GMT,EFF_END_DT_GMT,CB_NODE_FLAG,MAX_CB_MW,MAX_CB_MW_EFF_START_DT,MAX_CB_MW_EFF_END_DT,MAX_CB_MW_EFF_START_DT_GMT,MAX_CB_MW_EFF_END_DT_GMT
ALMADEN_6_N001,,ALMADEN_6_N001,,2009-06-25T00:00:00,2030-12-31T23:59:59,2009-06-25T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,13.4,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
ASHLAN_2_N008,,ASHLAN_2_N008,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,54.844,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
BERNARDO_6_N002,,BERNARDO_6_N002,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,17.899,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
DGPAN1_7_B1,,DGPAN1_7_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
BONNIEN_7_N001,,BONNIEN_7_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,1.333,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
NORD1_1_N003,,NORD1_1_N003,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,15.377,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
OLINDA_6_N007,,OLINDA_6_N007,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,8,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
BIGMDWS_6_N001,,BIGMDWS_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,3.109,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
OXGEN_7_B1,,OXGEN_7_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,,,,,
DIABLO_5_B1,,DIABLO_5_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DTCHFLT1_7_B1,,DTCHFLT1_7_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DUNBAR_6_N002,,DUNBAR_6_N002,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,10.802,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
BOGUE_1_N001,,BOGUE_1_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,20.475,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
BRITTN_1_N005,,BRITTN_1_N005,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,20.936,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
OTAY_6_N014,,OTAY_6_N014,,2013-07-18T00:00:00,2030-12-31T23:59:59,2013-07-18T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,,,,,
DTCHFLT2_7_B1,,DTCHFLT2_7_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
ELECTRA_2_B1,,ELECTRA_2_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
BUENAVS2_7_B4,,BUENAVS2_7_B4,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
BULLARD_1_N009,,BULLARD_1_N009,,2017-08-17T00:00:00,2030-12-31T23:59:59,2017-08-17T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
CASTROVL_2_N006,,CASTROVL_2_N006,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,33.288,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
PARKER_2_N101,,PARKER_2_N101,,2016-08-18T00:00:00,2030-12-31T23:59:59,2016-08-18T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
EDMON6AP_7_N002,,EDMON6AP_7_N002,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
EDMON8AP_7_N001,,EDMON8AP_7_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
EMBRCDR_2_N104,,EMBRCDR_2_N104,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,,,,,
PENDLETN_6_N004,,PENDLETN_6_N004,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,9.975,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
CARLOTTA_6_N001,,CARLOTTA_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,2.05,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
CAWELOC_1_N001,,CAWELOC_1_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,3.1,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
CHSTN_115_B1,,CHSTN_115_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
POMERADO_6_N004,,POMERADO_6_N004,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,16.172,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
RECTOR_6_N004,,RECTOR_6_N004,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,,,,,
CCOSTA_2_N001,,CCOSTA_2_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
CHCARITA_1_N001,,CHCARITA_1_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,19.04,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
CHENY_1_N001,,CHENY_1_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,14.306,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
COLNGA1_6_N002,,COLNGA1_6_N002,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,8.098,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
CONTROLX_1_N003,,CONTROLX_1_N003,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,3,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
FAMOSO_1_N001,,FAMOSO_1_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,11.599,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
GANSO_1_N001,,GANSO_1_N001,,2017-11-16T00:00:00,2030-12-31T23:59:59,2017-11-16T08:00:00-00:00,2031-01-01T07:59:59-00:00,Y,,,,,
GEYSR11_1_B1,,GEYSR11_1_B1,,2009-07-10T00:00:00,2030-12-31T23:59:59,2009-07-10T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
COGNTNL_7_B1,,COGNTNL_7_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,,,,,
CONTROLX_1_N005,,CONTROLX_1_N005,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,11.94,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
CRWSLDG_6_N001,,CRWSLDG_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,3.265,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
RIOBRVTM_1_N001,,RIOBRVTM_1_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,4.3,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
RVRBANK_1_N005,,RVRBANK_1_N005,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,22.523,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
GOSELKE_1_N001,,GOSELKE_1_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,3.421,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
COTTLEA_2_N001,,COTTLEA_2_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,20.873,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
SANTEE_1_N004,,SANTEE_1_N004,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,17.789,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
GLNARMC2_7_B1,,GLNARMC2_7_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,,,,,
DIABLO2_7_N001,,DIABLO2_7_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DIRYVLLE_6_N001,,DIRYVLLE_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,3.642,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
SANMRCOS_6_N001,,SANMRCOS_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,24.971,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
GWFTRCY2_7_B1,,GWFTRCY2_7_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
HIGHWAY_1_N003,,HIGHWAY_1_N003,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DIXONLD_1_N008,,DIXONLD_1_N008,,2015-07-23T00:00:00,2030-12-31T23:59:59,2015-07-23T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,,,,,
SARATOGA_2_N006,,SARATOGA_2_N006,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,24.867,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
HOLLISTR_1_N001,,HOLLISTR_1_N001,,2013-11-21T00:00:00,2030-12-31T23:59:59,2013-11-21T08:00:00-00:00,2031-01-01T07:59:59-00:00,Y,,,,,
DUKMOSS2_7_B1,,DUKMOSS2_7_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DUNBAR_6_N001,,DUNBAR_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,8.28,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
EDMON7AP_7_N002,,EDMON7AP_7_N002,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
HOLM1_7_B1,,HOLM1_7_B1,,2019-05-23T00:00:00,2030-12-31T23:59:59,2019-05-23T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
ELNIDO_1_N004,,ELNIDO_1_N004,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,8.897,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
SWIFT_1_N001,,SWIFT_1_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,24.165,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
ENCANWND_6_N001,,ENCANWND_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
ESCNDIDO_2_B1,,ESCNDIDO_2_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
EVRGREEN_1_N001,,EVRGREEN_1_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,40.429,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
FAIRHAVN_7_B1,,FAIRHAVN_7_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
TASSAJAR_2_N001,,TASSAJAR_2_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,30.55,2011-12-21T00:00:00,2012-01-31T23:59:59,2011-12-21T08:00:00-00:00,2012-02-01T07:59:59-00:00
TEMBLOR_1_N003,,TEMBLOR_1_N003,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,11.438,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
JAPMESA_6_N007,,JAPMESA_6_N007,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,2.302,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
JARVIS_1_N014,,JARVIS_1_N014,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,32.753,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
KERCK1G1_7_B2,,KERCK1G1_7_B2,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
FARREL_1_N002,,FARREL_1_N002,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,,,,,
FORTRSS_6_N001,,FORTRSS_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
FREMNT_1_N001,,FREMNT_1_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,20.133,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
STONYPT_1_N001,,STONYPT_1_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,9.05,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
SUISUN_1_N001,,SUISUN_1_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,23.742,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
GALE_1_N001,,GALE_1_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,10.207,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
ULTPWRJ_1_N001,,ULTPWRJ_1_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
VENWIND_1_N101,,VENWIND_1_N101,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
LAKE_2_N034,,LAKE_2_N034,,2018-11-29T00:00:00,2030-12-31T23:59:59,2018-11-29T08:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
F_6_N005,,F_6_N005,,2012-08-16T00:00:00,2030-12-31T23:59:59,2012-08-16T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,,,,,
GLENWOOD_6_N001,,GLENWOOD_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,6.661,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
GOLETA_6_N002,,GOLETA_6_N002,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
TEVIS_1_N001,,TEVIS_1_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,23.03,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
TEXSUN1G_7_N001,,TEXSUN1G_7_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,6,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
TJI-230_2_N101,,TJI-230_2_N101,,2017-08-17T00:00:00,2030-12-31T23:59:59,2017-08-17T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
LAPLMG1_7_N001,,LAPLMG1_7_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
TRACY_1_N007,,TRACY_1_N007,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,28.622,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
LITEHIPE_6_N001,,LITEHIPE_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,319.339,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
GYSRVLLE_6_N001,,GYSRVLLE_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,5.725,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
VEDDER_1_N001,,VEDDER_1_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,3,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
LMECCT2_7_N001,,LMECCT2_7_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
LOSCOCHS_6_N001,,LOSCOCHS_6_N001,,2017-05-18T00:00:00,2030-12-31T23:59:59,2017-05-18T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,,,,,
HARTER_6_N001,,HARTER_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,24.746,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
HUNT3G_7_B1,,HUNT3G_7_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
LOSGATS_6_N201,,LOSGATS_6_N201,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,12.327,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
HIGHLD_1_N004,,HIGHLD_1_N004,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,3.75,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
IMPRLVLY_5_B2,,IMPRLVLY_5_B2,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
WILLITS_6_N001,,WILLITS_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,12.237,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
MALCHA_7_B1,,MALCHA_7_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
MAMOTH2G_7_B1,,MAMOTH2G_7_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
MANTECA_1_N002,,MANTECA_1_N002,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,26.658,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
MESARIM_6_N012,,MESARIM_6_N012,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,19.838,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
METTLER_6_N001,,METTLER_6_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,6.395,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
WSTFRSO_1_N001,,WSTFRSO_1_N001,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,36.654,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
MCCULLGX_5_N501,,MCCULLGX_5_N501,,2014-10-15T00:00:00,2030-12-31T23:59:59,2014-10-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
MILLBRAE_1_N007,,MILLBRAE_1_N007,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
INDIGOG1_7_B1,,INDIGOG1_7_B1,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
COACHELV_2_N101,,COACHELV_2_N101,,2016-08-18T00:00:00,2030-12-31T23:59:59,2016-08-18T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
LAKEWOOD_1_N009,,LAKEWOOD_1_N009,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,42.66,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
MTVIEW_1_N004,,MTVIEW_1_N004,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,26.227,2011-01-26T00:00:00,2012-01-31T23:59:59,2011-01-26T08:00:00-00:00,2012-02-01T07:59:59-00:00
