INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2023-08-31T16:00:00-00:00,2023-08-31T17:00:00-00:00,1,2023-08-31,10,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1151.22,DAM,1
2023-09-01T06:00:00-00:00,2023-09-01T07:00:00-00:00,1,2023-08-31,24,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,928.66,DAM,1
2023-08-31T22:00:00-00:00,2023-08-31T23:00:00-00:00,1,2023-08-31,16,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1227.43,DAM,1
2023-09-01T00:00:00-00:00,2023-09-01T01:00:00-00:00,1,2023-08-31,18,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1243.82,DAM,1
2023-09-01T03:00:00-00:00,2023-09-01T04:00:00-00:00,1,2023-08-31,21,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1174.89,DAM,1
2023-09-01T05:00:00-00:00,2023-09-01T06:00:00-00:00,1,2023-08-31,23,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1006.86,DAM,1
2023-08-31T11:00:00-00:00,2023-08-31T12:00:00-00:00,1,2023-08-31,5,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,841.99,DAM,1
2023-08-31T17:00:00-00:00,2023-08-31T18:00:00-00:00,1,2023-08-31,11,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1166.15,DAM,1
2023-08-31T20:00:00-00:00,2023-08-31T21:00:00-00:00,1,2023-08-31,14,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1220.23,DAM,1
2023-09-01T02:00:00-00:00,2023-09-01T03:00:00-00:00,1,2023-08-31,20,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1196.8,DAM,1
2023-09-01T04:00:00-00:00,2023-09-01T05:00:00-00:00,1,2023-08-31,22,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1098.05,DAM,1
2023-08-31T13:00:00-00:00,2023-08-31T14:00:00-00:00,1,2023-08-31,7,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1018.96,DAM,1
2023-08-31T18:00:00-00:00,2023-08-31T19:00:00-00:00,1,2023-08-31,12,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1187.67,DAM,1
2023-08-31T14:00:00-00:00,2023-08-31T15:00:00-00:00,1,2023-08-31,8,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1092.3,DAM,1
2023-08-31T15:00:00-00:00,2023-08-31T16:00:00-00:00,1,2023-08-31,9,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1128.18,DAM,1
2023-08-31T21:00:00-00:00,2023-08-31T22:00:00-00:00,1,2023-08-31,15,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1226.55,DAM,1
2023-08-31T08:00:00-00:00,2023-08-31T09:00:00-00:00,1,2023-08-31,2,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,830.81,DAM,1
2023-08-31T23:00:00-00:00,2023-09-01T00:00:00-00:00,1,2023-08-31,17,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1237.57,DAM,1
2023-08-31T09:00:00-00:00,2023-08-31T10:00:00-00:00,1,2023-08-31,3,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,810.58,DAM,1
2023-08-31T12:00:00-00:00,2023-08-31T13:00:00-00:00,1,2023-08-31,6,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,926.95,DAM,1
2023-08-31T19:00:00-00:00,2023-08-31T20:00:00-00:00,1,2023-08-31,13,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1207.5,DAM,1
2023-09-01T01:00:00-00:00,2023-09-01T02:00:00-00:00,1,2023-08-31,19,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1225.01,DAM,1
2023-08-31T10:00:00-00:00,2023-08-31T11:00:00-00:00,1,2023-08-31,4,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,807.82,DAM,1
2023-08-31T23:00:00-00:00,2023-09-01T00:00:00-00:00,1,2023-08-31,17,0,DAM,AVRN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,0,DAM,2
2023-09-01T03:00:00-00:00,2023-09-01T04:00:00-00:00,1,2023-08-31,21,0,DAM,AVRN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,0,DAM,2
2023-09-01T01:00:00-00:00,2023-09-01T02:00:00-00:00,1,2023-08-31,19,0,DAM,AVRN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,0,DAM,2
2023-08-31T16:00:00-00:00,2023-08-31T17:00:00-00:00,1,2023-08-31,10,0,DAM,AVRN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,0,DAM,2
2023-08-31T12:00:00-00:00,2023-08-31T13:00:00-00:00,1,2023-08-31,6,0,DAM,AVRN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,0,DAM,2
2023-08-31T10:00:00-00:00,2023-08-31T11:00:00-00:00,1,2023-08-31,4,0,DAM,AVRN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,0,DAM,2
