OPR_DT,OPR_HR,OPR_INTERVAL,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,TRADING_HUB,RENEWABLE_TYPE,LABEL,XML_DATA_ITEM,MARKET_RUN_ID_POS,RENEW_POS,MW,MARKET_RUN_ID,GROUP
2023-03-31,2,0,2023-03-31T08:00:00-00:00,2023-03-31T09:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2023-03-31,3,0,2023-03-31T09:00:00-00:00,2023-03-31T10:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2023-03-31,4,0,2023-03-31T10:00:00-00:00,2023-03-31T11:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2023-03-31,5,0,2023-03-31T11:00:00-00:00,2023-03-31T12:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2023-03-31,6,0,2023-03-31T12:00:00-00:00,2023-03-31T13:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2023-03-31,7,0,2023-03-31T13:00:00-00:00,2023-03-31T14:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0.92,DAM,1
2023-03-31,8,0,2023-03-31T14:00:00-00:00,2023-03-31T15:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,317.82,DAM,1
2023-03-31,9,0,2023-03-31T15:00:00-00:00,2023-03-31T16:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1305.66,DAM,1
2023-03-31,10,0,2023-03-31T16:00:00-00:00,2023-03-31T17:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1736.69,DAM,1
2023-03-31,11,0,2023-03-31T17:00:00-00:00,2023-03-31T18:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1803.19,DAM,1
2023-03-31,12,0,2023-03-31T18:00:00-00:00,2023-03-31T19:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1796.43,DAM,1
2023-03-31,13,0,2023-03-31T19:00:00-00:00,2023-03-31T20:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1787.36,DAM,1
2023-03-31,14,0,2023-03-31T20:00:00-00:00,2023-03-31T21:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1800.6,DAM,1
2023-03-31,15,0,2023-03-31T21:00:00-00:00,2023-03-31T22:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1768.95,DAM,1
2023-03-31,16,0,2023-03-31T22:00:00-00:00,2023-03-31T23:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1739.16,DAM,1
2023-03-31,17,0,2023-03-31T23:00:00-00:00,2023-04-01T00:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1649.03,DAM,1
2023-03-31,18,0,2023-04-01T00:00:00-00:00,2023-04-01T01:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1335.83,DAM,1
2023-03-31,19,0,2023-04-01T01:00:00-00:00,2023-04-01T02:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,358.25,DAM,1
2023-03-31,20,0,2023-04-01T02:00:00-00:00,2023-04-01T03:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,7.57,DAM,1
2023-03-31,21,0,2023-04-01T03:00:00-00:00,2023-04-01T04:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2023-03-31,22,0,2023-04-01T04:00:00-00:00,2023-04-01T05:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2023-03-31,23,0,2023-04-01T05:00:00-00:00,2023-04-01T06:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2023-03-31,24,0,2023-04-01T06:00:00-00:00,2023-04-01T07:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2023-03-31,18,0,2023-04-01T00:00:00-00:00,2023-04-01T01:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,138.08,DAM,2
2023-03-31,6,0,2023-03-31T12:00:00-00:00,2023-03-31T13:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,193.72,DAM,2
2023-03-31,17,0,2023-03-31T23:00:00-00:00,2023-04-01T00:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,135.42,DAM,2
2023-03-31,16,0,2023-03-31T22:00:00-00:00,2023-03-31T23:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,128.38,DAM,2
2023-03-31,15,0,2023-03-31T21:00:00-00:00,2023-03-31T22:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,123.57,DAM,2
2023-03-31,14,0,2023-03-31T20:00:00-00:00,2023-03-31T21:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,113.72,DAM,2
2023-03-31,13,0,2023-03-31T19:00:00-00:00,2023-03-31T20:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,104.22,DAM,2
2023-03-31,12,0,2023-03-31T18:00:00-00:00,2023-03-31T19:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,106.23,DAM,2
2023-03-31,11,0,2023-03-31T17:00:00-00:00,2023-03-31T18:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,107.95,DAM,2
2023-03-31,10,0,2023-03-31T16:00:00-00:00,2023-03-31T17:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,100.07,DAM,2
2023-03-31,9,0,2023-03-31T15:00:00-00:00,2023-03-31T16:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,100.77,DAM,2
2023-03-31,8,0,2023-03-31T14:00:00-00:00,2023-03-31T15:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,114.93,DAM,2
2023-03-31,7,0,2023-03-31T13:00:00-00:00,2023-03-31T14:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,141.08,DAM,2
2023-03-31,5,0,2023-03-31T11:00:00-00:00,2023-03-31T12:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,262.97,DAM,2
2023-03-31,4,0,2023-03-31T10:00:00-00:00,2023-03-31T11:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,340.93,DAM,2
2023-03-31,3,0,2023-03-31T09:00:00-00:00,2023-03-31T10:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,420.67,DAM,2
2023-03-31,2,0,2023-03-31T08:00:00-00:00,2023-03-31T09:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,474.14,DAM,2
2023-03-31,24,0,2023-04-01T06:00:00-00:00,2023-04-01T07:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,304.33,DAM,2
2023-03-31,23,0,2023-04-01T05:00:00-00:00,2023-04-01T06:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,279.42,DAM,2
2023-03-31,22,0,2023-04-01T04:00:00-00:00,2023-04-01T05:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,240.65,DAM,2
2023-03-31,21,0,2023-04-01T03:00:00-00:00,2023-04-01T04:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,207.15,DAM,2
2023-03-31,20,0,2023-04-01T02:00:00-00:00,2023-04-01T03:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,165.59,DAM,2
2023-03-31,19,0,2023-04-01T01:00:00-00:00,2023-04-01T02:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,139.01,DAM,2
2023-03-31,6,0,2023-03-31T12:00:00-00:00,2023-03-31T13:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,3
2023-03-31,18,0,2023-04-01T00:00:00-00:00,2023-04-01T01:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,4275.79,DAM,3
2023-03-31,5,0,2023-03-31T11:00:00-00:00,2023-03-31T12:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,3
2023-03-31,11,0,2023-03-31T17:00:00-00:00,2023-03-31T18:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,10015.35,DAM,3
2023-03-31,4,0,2023-03-31T10:00:00-00:00,2023-03-31T11:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,3
2023-03-31,15,0,2023-03-31T21:00:00-00:00,2023-03-31T22:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,8792.29,DAM,3
2023-03-31,3,0,2023-03-31T09:00:00-00:00,2023-03-31T10:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,3
2023-03-31,10,0,2023-03-31T16:00:00-00:00,2023-03-31T17:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,9263.83,DAM,3
2023-03-31,2,0,2023-03-31T08:00:00-00:00,2023-03-31T09:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,3
2023-03-31,13,0,2023-03-31T19:00:00-00:00,2023-03-31T20:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,9647.99,DAM,3
2023-03-31,24,0,2023-04-01T06:00:00-00:00,2023-04-01T07:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,3
