OPR_DT,OPR_HR,OPR_INTERVAL,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,TRADING_HUB,RENEWABLE_TYPE,LABEL,XML_DATA_ITEM,MARKET_RUN_ID_POS,RENEW_POS,MW,MARKET_RUN_ID,GROUP
2022-08-31,2,0,2022-08-31T08:00:00-00:00,2022-08-31T09:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-4.58625,ACTUAL,1
2022-08-31,3,0,2022-08-31T09:00:00-00:00,2022-08-31T10:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-4.55331,ACTUAL,1
2022-08-31,4,0,2022-08-31T10:00:00-00:00,2022-08-31T11:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-4.57132,ACTUAL,1
2022-08-31,5,0,2022-08-31T11:00:00-00:00,2022-08-31T12:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-4.60054,ACTUAL,1
2022-08-31,6,0,2022-08-31T12:00:00-00:00,2022-08-31T13:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-4.57602,ACTUAL,1
2022-08-31,7,0,2022-08-31T13:00:00-00:00,2022-08-31T14:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,10.71089,ACTUAL,1
2022-08-31,8,0,2022-08-31T14:00:00-00:00,2022-08-31T15:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,589.74428,ACTUAL,1
2022-08-31,9,0,2022-08-31T15:00:00-00:00,2022-08-31T16:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1449.78181,ACTUAL,1
2022-08-31,10,0,2022-08-31T16:00:00-00:00,2022-08-31T17:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1718.18259,ACTUAL,1
2022-08-31,11,0,2022-08-31T17:00:00-00:00,2022-08-31T18:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1743.89667,ACTUAL,1
2022-08-31,12,0,2022-08-31T18:00:00-00:00,2022-08-31T19:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1732.50866,ACTUAL,1
2022-08-31,13,0,2022-08-31T19:00:00-00:00,2022-08-31T20:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1706.28032,ACTUAL,1
2022-08-31,14,0,2022-08-31T20:00:00-00:00,2022-08-31T21:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1704.77883,ACTUAL,1
2022-08-31,15,0,2022-08-31T21:00:00-00:00,2022-08-31T22:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1709.36545,ACTUAL,1
