lmp
59.97
55.30
55.04
52.18
52.60
52.28
51.04
49.29
52.93
52.65
51.73
51.03
53.81
54.05
53.11
51.81
52.14
53.61
59.21
54.53
56.83
57.41
60.22
54.82
54.95
56.55
57.70
56.62
60.72
59.65
57.02
53.12
58.58
60.04
56.94
45.71
57.28
56.15
48.99
44.17
61.36
61.99
55.13
41.53
54.04
45.81
49.05
42.39
43.38
43.82
41.91
31.34
40.55
36.76
36.68
34.22
36.41
39.37
41.66
43.37
23.24
40.37
60.52
68.78
57.24
59.93
67.02
88.76
80.02
92.04
88.44
86.11
89.48
79.76
77.80
70.02
73.92
70.18
67.97
67.03
60.99
59.66
60.40
59.56
68.69
70.08
68.21
67.98
68.38
70.03
67.74
61.56
61.28
61.02
60.65
55.79
