OPR_DT,OPR_HR,OPR_INTERVAL,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,TRADING_HUB,RENEWABLE_TYPE,LABEL,XML_DATA_ITEM,MARKET_RUN_ID_POS,RENEW_POS,MW,MARKET_RUN_ID,GROUP
2023-06-01,15,0,2023-06-01T21:00:00-00:00,2023-06-01T22:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1969.83,DAM,1
2023-06-01,3,0,2023-06-01T09:00:00-00:00,2023-06-01T10:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2023-06-01,14,0,2023-06-01T20:00:00-00:00,2023-06-01T21:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1971.62,DAM,1
2023-06-01,13,0,2023-06-01T19:00:00-00:00,2023-06-01T20:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1974.97,DAM,1
2023-06-01,12,0,2023-06-01T18:00:00-00:00,2023-06-01T19:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1969.7,DAM,1
2023-06-01,11,0,2023-06-01T17:00:00-00:00,2023-06-01T18:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1953.68,DAM,1
2023-06-01,10,0,2023-06-01T16:00:00-00:00,2023-06-01T17:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1930.49,DAM,1
2023-06-01,9,0,2023-06-01T15:00:00-00:00,2023-06-01T16:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1797.81,DAM,1
2023-06-01,8,0,2023-06-01T14:00:00-00:00,2023-06-01T15:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1235.92,DAM,1
2023-06-01,7,0,2023-06-01T13:00:00-00:00,2023-06-01T14:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,373.24,DAM,1
2023-06-01,6,0,2023-06-01T12:00:00-00:00,2023-06-01T13:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0.5,DAM,1
2023-06-01,5,0,2023-06-01T11:00:00-00:00,2023-06-01T12:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2023-06-01,4,0,2023-06-01T10:00:00-00:00,2023-06-01T11:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2023-06-01,2,0,2023-06-01T08:00:00-00:00,2023-06-01T09:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2023-06-01,24,0,2023-06-02T06:00:00-00:00,2023-06-02T07:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2023-06-01,23,0,2023-06-02T05:00:00-00:00,2023-06-02T06:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2023-06-01,22,0,2023-06-02T04:00:00-00:00,2023-06-02T05:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2023-06-01,21,0,2023-06-02T03:00:00-00:00,2023-06-02T04:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0.57,DAM,1
2023-06-01,20,0,2023-06-02T02:00:00-00:00,2023-06-02T03:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,330.09,DAM,1
2023-06-01,19,0,2023-06-02T01:00:00-00:00,2023-06-02T02:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1161.24,DAM,1
2023-06-01,18,0,2023-06-02T00:00:00-00:00,2023-06-02T01:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1758.62,DAM,1
2023-06-01,17,0,2023-06-01T23:00:00-00:00,2023-06-02T00:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1918.61,DAM,1
2023-06-01,16,0,2023-06-01T22:00:00-00:00,2023-06-01T23:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1955.28,DAM,1
2023-06-01,3,0,2023-06-01T09:00:00-00:00,2023-06-01T10:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,764.58,DAM,2
2023-06-01,15,0,2023-06-01T21:00:00-00:00,2023-06-01T22:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,243.21,DAM,2
2023-06-01,2,0,2023-06-01T08:00:00-00:00,2023-06-01T09:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,821.31,DAM,2
2023-06-01,8,0,2023-06-01T14:00:00-00:00,2023-06-01T15:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,302.24,DAM,2
2023-06-01,24,0,2023-06-02T06:00:00-00:00,2023-06-02T07:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,911.25,DAM,2
2023-06-01,12,0,2023-06-01T18:00:00-00:00,2023-06-01T19:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,95.65,DAM,2
2023-06-01,23,0,2023-06-02T05:00:00-00:00,2023-06-02T06:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,881.6,DAM,2
2023-06-01,7,0,2023-06-01T13:00:00-00:00,2023-06-01T14:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,404.31,DAM,2
2023-06-01,22,0,2023-06-02T04:00:00-00:00,2023-06-02T05:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,857.5,DAM,2
2023-06-01,10,0,2023-06-01T16:00:00-00:00,2023-06-01T17:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,163.69,DAM,2
2023-06-01,21,0,2023-06-02T03:00:00-00:00,2023-06-02T04:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,828.78,DAM,2
2023-06-01,6,0,2023-06-01T12:00:00-00:00,2023-06-01T13:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,486.13,DAM,2
2023-06-01,20,0,2023-06-02T02:00:00-00:00,2023-06-02T03:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,806.88,DAM,2
2023-06-01,13,0,2023-06-01T19:00:00-00:00,2023-06-01T20:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,110.99,DAM,2
2023-06-01,19,0,2023-06-02T01:00:00-00:00,2023-06-02T02:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,789.79,DAM,2
2023-06-01,5,0,2023-06-01T11:00:00-00:00,2023-06-01T12:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,577.66,DAM,2
