OPR_DT,OPR_HR,OPR_INTERVAL,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,TRADING_HUB,RENEWABLE_TYPE,LABEL,XML_DATA_ITEM,MARKET_RUN_ID_POS,RENEW_POS,MW,MARKET_RUN_ID,GROUP
2023-07-01,13,0,2023-07-01T19:00:00-00:00,2023-07-01T20:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1654.97015,ACTUAL,1
2023-07-01,15,0,2023-07-01T21:00:00-00:00,2023-07-01T22:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1636.25943,ACTUAL,1
2023-07-01,12,0,2023-07-01T18:00:00-00:00,2023-07-01T19:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1702.60392,ACTUAL,1
2023-07-01,19,0,2023-07-02T01:00:00-00:00,2023-07-02T02:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1171.69103,ACTUAL,1
2023-07-01,11,0,2023-07-01T17:00:00-00:00,2023-07-01T18:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1763.0203,ACTUAL,1
2023-07-01,24,0,2023-07-02T06:00:00-00:00,2023-07-02T07:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-4.19467,ACTUAL,1
2023-07-01,10,0,2023-07-01T16:00:00-00:00,2023-07-01T17:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1723.42201,ACTUAL,1
2023-07-01,16,0,2023-07-01T22:00:00-00:00,2023-07-01T23:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1681.61311,ACTUAL,1
2023-07-01,9,0,2023-07-01T15:00:00-00:00,2023-07-01T16:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1629.3247,ACTUAL,1
2023-07-01,23,0,2023-07-02T05:00:00-00:00,2023-07-02T06:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-4.33612,ACTUAL,1
2023-07-01,8,0,2023-07-01T14:00:00-00:00,2023-07-01T15:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1163.40159,ACTUAL,1
2023-07-01,18,0,2023-07-02T00:00:00-00:00,2023-07-02T01:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1549.82184,ACTUAL,1
2023-07-01,7,0,2023-07-01T13:00:00-00:00,2023-07-01T14:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,289.0865,ACTUAL,1
2023-07-01,22,0,2023-07-02T04:00:00-00:00,2023-07-02T05:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-5.16074,ACTUAL,1
2023-07-01,6,0,2023-07-01T12:00:00-00:00,2023-07-01T13:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-3.60351,ACTUAL,1
2023-07-01,14,0,2023-07-01T20:00:00-00:00,2023-07-01T21:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1671.89232,ACTUAL,1
2023-07-01,5,0,2023-07-01T11:00:00-00:00,2023-07-01T12:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-4.78067,ACTUAL,1
2023-07-01,21,0,2023-07-02T03:00:00-00:00,2023-07-02T04:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,2.49712,ACTUAL,1
