lmp
101.61
102.74
100.97
99.38
124.83
124.15
124.98
122.58
115.49
115.26
117.65
116.66
111.36
111.45
116.89
119.11
101.89
116.16
123.22
125.89
119.69
124.63
138.07
143.98
116.38
130.64
139.13
150.65
246.90
147.30
131.58
105.83
114.41
102.10
82.55
64.71
87.10
86.83
83.07
79.13
87.81
93.65
90.91
89.64
90.88
90.97
91.56
91.60
94.10
92.45
90.49
86.88
85.68
79.05
81.07
83.92
89.41
81.51
82.48
85.32
74.82
77.92
83.41
89.23
68.64
83.81
112.85
138.24
120.90
130.41
135.66
156.54
143.71
149.50
149.94
142.04
132.56
127.63
124.42
114.52
123.83
113.66
108.22
100.74
123.93
119.05
112.02
107.91
116.18
110.89
102.30
98.51
102.96
99.74
99.00
97.99
119.22
121.02
119.84
118.72
120.15
119.35
119.36
119.33
120.75
121.30
121.87
124.39
115.00
119.12
120.26
123.51
113.57
117.66
127.91
140.00
127.08
135.18
151.64
155.00
142.28
154.63
200.00
200.51
492.35
175.27
156.58
129.69
109.31
90.07
75.98
54.35
111.04
96.50
94.71
89.00
116.18
119.78
107.83
106.28
120.46
111.90
99.06
101.47
104.67
100.41
98.09
92.12
97.81
88.33
88.21
81.78
91.98
88.59
83.01
87.95
74.44
71.22
76.31
101.71
74.37
94.59
128.84
178.35
119.38
128.77
154.05
171.20
140.58
141.17
157.77
130.89
123.39
121.23
121.73
117.91
117.94
118.14
115.22
111.01
109.20
108.44
103.25
103.03
115.69
115.57
107.67
102.51
115.23
99.06
95.65
93.55
92.21
84.24
81.85
76.74
79.21
76.64
75.69
75.40
75.00
75.00
76.97
75.00
78.22
79.61
81.16
86.28
82.70
78.90
92.00
94.87
83.35
92.23
100.93
110.53
99.38
110.00
121.83
124.62
100.68
96.69
85.99
75.03
80.36
75.46
63.92
56.14
74.45
66.33
64.81
61.33
63.52
72.63
63.03
51.14
57.75
63.51
69.40
63.83
71.74
71.33
66.91
61.19
69.66
65.21
65.37
58.88
51.57
51.26
50.34
51.17
65.15
62.64
61.95
71.28
49.26
56.50
87.00
109.64
77.79
84.48
92.17
98.20
93.77
93.88
86.31
81.21
80.85
77.29
72.79
70.11
78.45
75.55
75.86
71.95
75.35
69.08
65.33
62.42
63.78
61.92
58.48
55.42
61.84
61.48
57.58
55.63
57.55
52.91
61.05
55.75
62.76
58.82
58.78
61.31
62.26
62.52
58.61
62.11
61.72
62.52
62.03
61.93
61.56
63.08
66.48
67.88
50.51
56.11
61.38
63.67
60.74
62.32
63.64
62.82
59.24
51.17
46.20
37.11
51.46
42.40
17.36
19.04
42.51
44.39
48.15
50.66
69.56
73.84
71.05
64.15
60.31
43.72
38.96
41.36
16.02
14.73
16.02
14.94
23.67
16.69
9.80
11.10
38.90
44.75
42.38
55.72
49.97
70.85
75.90
103.67
39.42
50.47
71.48
83.23
63.79
71.45
75.52
82.77
76.74
69.76
69.69
68.14
68.52
65.96
63.33
62.53
64.09
61.08
60.00
59.80
59.72
54.01
52.59
52.13
60.16
59.83
52.12
48.75
51.97
49.71
45.00
44.64
51.20
50.39
50.00
50.04
51.79
50.64
50.84
50.79
51.56
51.06
49.29
48.20
48.72
51.08
51.69
51.64
51.83
52.74
57.38
56.74
51.71
51.86
52.97
53.57
51.73
52.43
52.24
61.22
65.13
65.89
58.32
28.71
75.58
41.63
36.32
32.64
56.51
49.60
41.04
17.08
30.81
63.30
54.79
44.44
37.27
29.65
37.83
39.09
24.53
27.29
21.20
38.46
24.55
15.57
34.59
15.74
8.68
4.91
52.37
65.25
9.00
12.80
48.94
46.45
44.48
51.18
64.30
84.08
56.36
68.70
81.76
91.24
72.40
70.78
68.22
65.40
75.30
80.61
73.68
69.49
68.77
62.24
61.82
61.59
52.47
45.92
44.18
42.91
42.98
41.08
36.91
34.88
37.34
34.26
24.21
20.72
41.10
39.00
38.75
35.67
40.18
38.40
37.32
34.44
35.20
35.30
34.99
33.62
31.71
25.82
32.32
37.50
33.35
35.63
41.85
45.82
37.11
42.84
47.77
51.36
44.89
53.33
55.63
60.30
66.21
61.48
51.03
47.30
55.35
47.47
39.82
36.48
41.02
40.50
44.30
33.87
69.41
24.89
64.12
48.72
48.80
45.76
35.04
39.90
32.61
30.05
29.10
22.53
17.71
15.55
0.01
-0.01
-0.01
-0.01
7.33
13.00
-0.01
0.01
34.39
51.54
16.87
33.19
67.32
99.78
58.40
73.67
85.67
95.05
84.56
94.89
85.73
88.76
85.91
84.92
86.56
83.63
84.65
88.19
79.53
75.05
81.37
75.85
72.96
66.22
65.90
55.82
50.55
44.77
56.81
52.55
50.76
44.01
49.01
47.31
46.85
46.77
44.39
44.20
44.03
44.29
44.27
44.79
43.70
46.18
46.45
47.45
50.17
56.58
46.53
48.08
55.57
58.01
56.41
57.37
62.87
74.07
63.29
68.74
83.35
87.32
93.75
74.89
61.33
46.88
53.25
49.08
40.91
23.87
36.30
44.37
30.24
30.95
47.64
48.52
28.69
15.35
35.40
29.74
27.73
24.99
28.15
21.00
22.88
21.75
17.03
23.14
24.80
31.21
44.50
47.10
45.61
36.57
22.24
24.24
40.37
58.00
29.34
37.83
69.33
91.00
65.20
68.49
72.89
96.76
78.69
76.91
72.05
74.50
73.23
73.72
68.94
68.27
71.23
70.71
67.87
68.42
67.93
63.55
63.58
60.78
66.81
60.76
63.88
54.71
59.83
55.95
50.52
50.55
59.22
58.24
55.44
55.34
58.49
56.86
55.43
53.05
53.77
53.48
53.59
53.86
51.87
54.56
55.87
55.93
47.88
55.96
60.12
60.11
58.18
60.93
72.56
93.26
68.23
88.82
87.94
111.96
86.87
67.40
56.20
44.73
53.90
50.66
42.79
33.82
41.72
48.59
48.34
44.19
55.31
48.70
47.03
35.62
38.33
30.93
31.56
30.02
25.14
34.27
32.26
25.47
31.61
38.48
35.89
36.47
32.27
34.85
38.21
47.72
17.40
23.66
37.49
50.06
20.36
39.83
69.49
91.00
65.43
65.74
75.98
89.93
84.47
87.86
78.26
80.00
81.96
76.15
75.19
72.35
71.04
69.87
71.22
71.28
75.56
73.40
71.42
64.85
70.05
67.77
64.79
56.16
65.34
62.88
57.44
53.07
63.17
60.42
59.46
51.21
56.12
57.56
56.59
55.96
56.21
57.81
58.29
60.16
59.35
62.18
63.13
63.31
55.45
61.88
66.04
70.24
61.26
68.08
78.04
94.63
67.37
66.98
85.29
98.75
98.79
73.79
58.47
47.47
60.37
58.76
52.72
46.77
58.85
52.99
44.92
37.24
135.38
138.80
85.98
51.16
64.20
57.92
53.48
45.09
46.59
48.74
46.99
43.84
44.03
43.88
44.99
42.16
33.93
40.08
52.11
52.60
26.54
30.68
41.11
74.40
36.43
49.10
71.61
90.41
65.00
66.07
75.64
105.07
99.10
100.26
90.06
80.18
75.21
74.44
75.13
80.69
74.42
74.08
73.11
68.00
70.62
